2025-04-02 12:00:13,413 INFO  [org.jboss.modules] (main) JBoss Modules version 1.7.0.Final
2025-04-02 12:00:14,682 FATAL [org.jboss.as.server] (main) WFLYSRV0239: Aborting with exit code 1
2025-04-02 12:00:33,294 INFO  [stdout] (AD Agent init) Started AppDynamics Java Agent Successfully.
2025-04-02 12:01:02,049 INFO  [stdout] (Thread-1) Shutting down AppDynamics Agent
2025-04-02 12:02:03,962 INFO  [org.jboss.modules] (main) JBoss Modules version 1.7.0.Final
2025-04-02 12:02:06,395 INFO  [stdout] (AD Agent init) Agent runtime conf directory set to /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/AppServerAgent-1.8-22.10.0.34344/ver22.10.0.34344/conf
2025-04-02 12:02:06,441 INFO  [stdout] (AD Agent init) Agent logging directory set to [/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/AppServerAgent-1.8-22.10.0.34344/ver22.10.0.34344/logs]
2025-04-02 12:02:06,500 INFO  [stdout] (AD Agent init) 
2025-04-02 12:02:06,500 INFO  [stdout] (AD Agent init) Could not start Java Agent, disabling the agent with exception javax.xml.parsers.FactoryConfigurationError: Provider __redirected.__DocumentBuilderFactory not found, Please check log files
2025-04-02 12:02:06,501 INFO  [stdout] (AD Agent init) 
2025-04-02 12:02:06,501 INFO  [stdout] (AD Agent init) javax.xml.parsers.FactoryConfigurationError: Provider __redirected.__DocumentBuilderFactory not found
2025-04-02 12:02:06,501 INFO  [stdout] (AD Agent init) 	at javax.xml.parsers.DocumentBuilderFactory.newInstance(Unknown Source)
	java.ext.dirs = /Users/nupawar/Library/Java/Extensions:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/ext:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java
	java.home = /Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre
	java.io.tmpdir = /var/folders/ls/v_z9ryc955z1kqx6d5d9hw600000gn/T/
	java.library.path = /Users/nupawar/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
	java.net.preferIPv4Stack = true
	java.runtime.name = Java(TM) SE Runtime Environment
	java.runtime.version = 1.8.0_331-b09
	java.specification.name = Java Platform API Specification
	java.specification.vendor = Oracle Corporation
	java.specification.version = 1.8
	java.util.logging.manager = org.jboss.logmanager.LogManager
	java.vendor = Oracle Corporation
	java.vendor.url = http://java.oracle.com/
	java.vendor.url.bug = http://bugreport.sun.com/bugreport/
	java.version = 1.8.0_331
	java.vm.info = mixed mode
	java.vm.name = Java HotSpot(TM) 64-Bit Server VM
	java.vm.specification.name = Java Virtual Machine Specification
	java.vm.specification.vendor = Oracle Corporation
	java.vm.specification.version = 1.8
	java.vm.vendor = Oracle Corporation
	java.vm.version = 25.331-b09
	javax.management.builder.initial = org.jboss.as.jmx.PluggableMBeanServerBuilder
	javax.xml.datatype.DatatypeFactory = __redirected.__DatatypeFactory
	javax.xml.parsers.DocumentBuilderFactory = __redirected.__DocumentBuilderFactory
	javax.xml.parsers.SAXParserFactory = __redirected.__SAXParserFactory
	javax.xml.stream.XMLEventFactory = __redirected.__XMLEventFactory
	javax.xml.stream.XMLInputFactory = __redirected.__XMLInputFactory
	javax.xml.stream.XMLOutputFactory = __redirected.__XMLOutputFactory
	javax.xml.transform.TransformerFactory = __redirected.__TransformerFactory
	javax.xml.validation.SchemaFactory:http://www.w3.org/2001/XMLSchema = __redirected.__SchemaFactory
	javax.xml.xpath.XPathFactory:http://java.sun.com/jaxp/xpath/dom = __redirected.__XPathFactory
	jboss.domain.base.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain
	jboss.domain.config.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/configuration
	jboss.home.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final
	jboss.host.name = nupawar-m-12uh
	jboss.modules.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/modules
	jboss.modules.system.pkgs = com.singularity
	jboss.node.name = master:server-two
	jboss.qualified.host.name = nupawar-m-12uh
	jboss.server.base.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two
	jboss.server.config.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/configuration
	jboss.server.data.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data
	jboss.server.deploy.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data/content
	jboss.server.log.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/log
	jboss.server.name = server-two
	jboss.server.persist.config = true
	jboss.server.temp.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/tmp
	line.separator = 

	logging.configuration = file:/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data/logging.properties
	module.path = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/modules
	org.jboss.resolver.warning = true
	org.xml.sax.driver = __redirected.__XMLReaderFactory
	os.arch = x86_64
	os.name = Mac OS X
	os.version = 15.3.1
	path.separator = :
	sun.arch.data.model = 64
	sun.boot.class.path = /Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/sunrsasign.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/classes:/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/AppServerAgent-1.8-22.10.0.34344/javaagent.jar
	sun.boot.library.path = /Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib
	sun.cpu.endian = little
	sun.cpu.isalist = 
	sun.io.unicode.encoding = UnicodeBig
	sun.java.command = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/jboss-modules.jar -mp /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/modules org.jboss.as.server
	sun.java.launcher = SUN_STANDARD
	sun.jnu.encoding = UTF-8
	sun.management.compiler = HotSpot 64-Bit Tiered Compilers
	sun.os.patch.level = unknown
	user.country = US
	user.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final
	user.home = /Users/nupawar
	user.language = en
	user.name = nupawar
	user.timezone = America/New_York
2025-04-02 12:02:07,269 DEBUG [org.jboss.as.config] (MSC service thread 1-1) VM Arguments: -D[Server:server-two] -D[pcid:597524740] -Xms128m -Xmx512m -XX:MetaspaceSize=96m -XX:MaxMetaspaceSize=256m -javaagent:/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/AppServerAgent-1.8-22.10.0.34344/javaagent.jar -Dappdynamics.agent.accountAccessKey=bm9xa03c6d2p -Dappdynamics.agent.accountName=controllerces -Dappdynamics.controller.hostName=controllerces.saas.appdynamics.com -Dappdynamics.controller.port=443 -Dappdynamics.controller.ssl.enabled=false -Dappdynamics.agent.applicationName=PROD-DEVPLUS -Dappdynamics.agent.tierName=DEVPLUS -Djava.util.logging.manager=org.jboss.logmanager.LogManager -Djboss.modules.system.pkgs=org.jboss.byteman,com.singularity,org.jboss.logmanager.* -Dappagent.start.timeout=1 -Dappdynamics.agent.applicationName=PROD-DEVPLUS -Dappdynamics.agent.nodeName=Node2 -Dappdynamics.agent.reuse.nodeName=false -Dappdynamics.agent.reuse.nodeName.prefix=Node2 -Dappdynamics.agent.tierName=DEVPLUS -Dappdynamics.docker.enabled=true -Dappdynamics.jvm.shutdown.mark.node.as.historical=true -Dappdynamics.sim.enabled=true -Djava.awt.headless=true -Djava.net.preferIPv4Stack=true -Djava.util.logging.manager=org.jboss.logmanager.LogManager -Djboss.home.dir=/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final -Djboss.modules.system.pkgs=com.singularity -Djboss.server.log.dir=/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/log -Djboss.server.temp.dir=/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/tmp -Djboss.server.data.dir=/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data -Dlogging.configuration=file:/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data/logging.properties 
2025-04-02 12:02:08,024 INFO  [org.xnio] (MSC service thread 1-7) XNIO version 3.6.2.Final
2025-04-02 12:02:08,082 INFO  [org.xnio.nio] (MSC service thread 1-7) XNIO NIO Implementation Version 3.6.2.Final
2025-04-02 12:02:08,658 INFO  [org.jboss.remoting] (MSC service thread 1-8) JBoss Remoting version 5.0.5.Final
2025-04-02 12:02:12,967 INFO  [org.wildfly.security] (ServerService Thread Pool -- 2) ELY00001: WildFly Elytron version 1.2.2.Final
2025-04-02 12:02:13,850 INFO  [org.jboss.as.server] (main) WFLYSRV0240: ProcessController has signalled to shut down; shutting down
2025-04-02 12:02:14,372 ERROR [org.jboss.as.server] (Controller Boot Thread) WFLYSRV0055: Caught exception during boot: org.jboss.as.controller.persistence.ConfigurationPersistenceException: java.util.concurrent.ExecutionException: JBTHR00005: Operation failed
	at org.jboss.as.server.ServerStartTask$2$1.load(ServerStartTask.java:188)
	at org.jboss.as.server.ServerService.boot(ServerService.java:377)
	at org.jboss.as.controller.AbstractControllerService$1.run(AbstractControllerService.java:372)
	at java.lang.Thread.run(Thread.java:750)
Caused by: java.util.concurrent.ExecutionException: JBTHR00005: Operation failed
	at org.jboss.threads.AsyncFutureTask.get(AsyncFutureTask.java:253)
	at org.jboss.as.server.mgmt.domain.ServerBootOperationsService$2.get(ServerBootOperationsService.java:113)
	at org.jboss.as.server.mgmt.domain.ServerBootOperationsService$2.get(ServerBootOperationsService.java:95)
	at org.jboss.as.server.ServerStartTask$2$1.load(ServerStartTask.java:185)
	... 3 more
Caused by: java.io.IOException: WFLYPRT0054: Channel closed
	at org.jboss.as.protocol.mgmt.FutureManagementChannel.channelClosed(FutureManagementChannel.java:65)
	at org.jboss.as.protocol.mgmt.FutureManagementChannel.getChannel(FutureManagementChannel.java:59)
	at org.jboss.as.server.mgmt.domain.HostControllerConnection.getChannel(HostControllerConnection.java:110)
	at org.jboss.as.protocol.mgmt.ManagementChannelHandler.executeRequest(ManagementChannelHandler.java:135)
	at org.jboss.as.protocol.mgmt.ManagementChannelHandler.executeRequest(ManagementChannelHandler.java:110)
	at org.jboss.as.server.mgmt.domain.HostControllerConnection.openConnection(HostControllerConnection.java:130)
	at org.jboss.as.server.mgmt.domain.HostControllerClient.resolveBootUpdates(HostControllerClient.java:110)
	at org.jboss.as.server.mgmt.domain.ServerBootOperationsService$1.run(ServerBootOperationsService.java:68)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:1985)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.doRunTask(EnhancedQueueExecutor.java:1487)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1349)
	at java.lang.Thread.run(Thread.java:750)
	at org.jboss.threads.JBossThread.run(JBossThread.java:485)

2025-04-02 12:02:14,369 ERROR [org.jboss.msc.service.fail] (ServerService Thread Pool -- 2) MSC000001: Failed to start service jboss.server-boot-operations: org.jboss.msc.service.StartException in service jboss.server-boot-operations: java.io.IOException: WFLYPRT0054: Channel closed
	at org.jboss.as.server.mgmt.domain.ServerBootOperationsService$1.run(ServerBootOperationsService.java:72)
	at org.jboss.threads.ContextClassLoaderSavingRunnable.run(ContextClassLoaderSavingRunnable.java:35)
	at org.jboss.threads.EnhancedQueueExecutor.safeRun(EnhancedQueueExecutor.java:1985)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.doRunTask(EnhancedQueueExecutor.java:1487)
	at org.jboss.threads.EnhancedQueueExecutor$ThreadBody.run(EnhancedQueueExecutor.java:1349)
	at java.lang.Thread.run(Thread.java:750)
	at org.jboss.threads.JBossThread.run(JBossThread.java:485)
Caused by: java.io.IOException: WFLYPRT0054: Channel closed
	at org.jboss.as.protocol.mgmt.FutureManagementChannel.channelClosed(FutureManagementChannel.java:65)
	at org.jboss.as.protocol.mgmt.FutureManagementChannel.getChannel(FutureManagementChannel.java:59)
	at org.jboss.as.server.mgmt.domain.HostControllerConnection.getChannel(HostControllerConnection.java:110)
	at org.jboss.as.protocol.mgmt.ManagementChannelHandler.executeRequest(ManagementChannelHandler.java:135)
	at org.jboss.as.protocol.mgmt.ManagementChannelHandler.executeRequest(ManagementChannelHandler.java:110)
	at org.jboss.as.server.mgmt.domain.HostControllerConnection.openConnection(HostControllerConnection.java:130)
	at org.jboss.as.server.mgmt.domain.HostControllerClient.resolveBootUpdates(HostControllerClient.java:110)
	at org.jboss.as.server.mgmt.domain.ServerBootOperationsService$1.run(ServerBootOperationsService.java:68)
	... 6 more

2025-04-02 12:02:14,506 INFO  [org.jboss.as] (MSC service thread 1-8) WFLYSRV0050: WildFly Full 12.0.0.Final (WildFly Core 4.0.0.Final) stopped in 118ms
2025-04-02 12:09:36,904 INFO  [org.jboss.modules] (main) JBoss Modules version 1.7.0.Final
2025-04-02 12:09:38,543 INFO  [org.jboss.msc] (main) JBoss MSC version 1.3.2.Final
2025-04-02 12:09:38,604 INFO  [org.jboss.threads] (main) JBoss Threads version 2.3.1.Final
2025-04-02 12:09:39,919 INFO  [org.jboss.as] (MSC service thread 1-1) WFLYSRV0049: WildFly Full 12.0.0.Final (WildFly Core 4.0.0.Final) starting
2025-04-02 12:09:39,984 DEBUG [org.jboss.as.config] (MSC service thread 1-1) Configured system properties:
	[Server:server-two] = 
	[pcid:1762733115] = 
	appdynamics.agent.accountAccessKey = bm9xa03c6d2p
	appdynamics.agent.accountName = controllerces
	appdynamics.agent.applicationName = PROD-DEVPLUS
	appdynamics.agent.nodeName = Node2
	appdynamics.agent.reuse.nodeName = false
	appdynamics.agent.reuse.nodeName.prefix = Node2
	appdynamics.agent.tierName = DEVPLUS
	appdynamics.controller.hostName = controllerces.saas.appdynamics.com
	appdynamics.controller.port = 443
	appdynamics.controller.ssl.enabled = false
	appdynamics.docker.enabled = true
	appdynamics.jvm.shutdown.mark.node.as.historical = true
	appdynamics.log4j2.disable.jmx = true
	appdynamics.sim.enabled = true
	awt.toolkit = sun.lwawt.macosx.LWCToolkit
	file.encoding = UTF-8
	file.encoding.pkg = sun.io
	file.separator = /
	gopherProxySet = false
	java.awt.graphicsenv = sun.awt.CGraphicsEnvironment
	java.awt.headless = true
	java.awt.printerjob = sun.lwawt.macosx.CPrinterJob
	java.class.path = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/jboss-modules.jar:/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/AppServerAgent-1.8-22.10.0.34344/javaagent.jar
	java.class.version = 52.0
	java.endorsed.dirs = /Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/endorsed
	java.ext.dirs = /Users/nupawar/Library/Java/Extensions:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/ext:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java
	java.home = /Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre
	java.io.tmpdir = /var/folders/ls/v_z9ryc955z1kqx6d5d9hw600000gn/T/
	java.library.path = /Users/nupawar/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
	java.net.preferIPv4Stack = true
	java.runtime.name = Java(TM) SE Runtime Environment
	java.runtime.version = 1.8.0_331-b09
	java.specification.name = Java Platform API Specification
	java.specification.vendor = Oracle Corporation
	java.specification.version = 1.8
	java.util.logging.manager = org.jboss.logmanager.LogManager
	java.vendor = Oracle Corporation
	java.vendor.url = http://java.oracle.com/
	java.vendor.url.bug = http://bugreport.sun.com/bugreport/
	java.version = 1.8.0_331
	java.vm.info = mixed mode
	java.vm.name = Java HotSpot(TM) 64-Bit Server VM
	java.vm.specification.name = Java Virtual Machine Specification
	java.vm.specification.vendor = Oracle Corporation
	java.vm.specification.version = 1.8
	java.vm.vendor = Oracle Corporation
	java.vm.version = 25.331-b09
	javax.management.builder.initial = org.jboss.as.jmx.PluggableMBeanServerBuilder
	javax.xml.datatype.DatatypeFactory = __redirected.__DatatypeFactory
	javax.xml.parsers.DocumentBuilderFactory = __redirected.__DocumentBuilderFactory
	javax.xml.parsers.SAXParserFactory = __redirected.__SAXParserFactory
	javax.xml.stream.XMLEventFactory = __redirected.__XMLEventFactory
	javax.xml.stream.XMLInputFactory = __redirected.__XMLInputFactory
	javax.xml.stream.XMLOutputFactory = __redirected.__XMLOutputFactory
	javax.xml.transform.TransformerFactory = __redirected.__TransformerFactory
	javax.xml.validation.SchemaFactory:http://www.w3.org/2001/XMLSchema = __redirected.__SchemaFactory
	javax.xml.xpath.XPathFactory:http://java.sun.com/jaxp/xpath/dom = __redirected.__XPathFactory
	jboss.domain.base.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain
	jboss.domain.config.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/configuration
	jboss.home.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final
	jboss.host.name = nupawar-m-12uh
	jboss.modules.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/modules
	jboss.modules.system.pkgs = com.singularity
	jboss.node.name = master:server-two
	jboss.qualified.host.name = nupawar-m-12uh
	jboss.server.base.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two
	jboss.server.config.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/configuration
	jboss.server.data.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data
	jboss.server.deploy.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data/content
	jboss.server.log.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/log
	jboss.server.name = server-two
	jboss.server.persist.config = true
	jboss.server.temp.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/tmp
	line.separator = 

	logging.configuration = file:/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/domain/servers/server-two/data/logging.properties
	module.path = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/modules
	org.jboss.resolver.warning = true
	org.xml.sax.driver = __redirected.__XMLReaderFactory
	os.arch = x86_64
	os.name = Mac OS X
	os.version = 15.3.1
	path.separator = :
	sun.arch.data.model = 64
	sun.boot.class.path = /Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/sunrsasign.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/classes:/Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/AppServerAgent-1.8-22.10.0.34344/javaagent.jar
	sun.boot.library.path = /Library/Java/JavaVirtualMachines/jdk1.8.0_331.jdk/Contents/Home/jre/lib
	sun.cpu.endian = little
	sun.cpu.isalist = 
	sun.io.unicode.encoding = UnicodeBig
	sun.java.command = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/jboss-modules.jar -mp /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final/modules org.jboss.as.server
	sun.java.launcher = SUN_STANDARD
	sun.jnu.encoding = UTF-8
	sun.management.compiler = HotSpot 64-Bit Tiered Compilers
	sun.os.patch.level = unknown
	user.country = US
	user.dir = /Users/nupawar/eclipse-workspace/httpsessionlogin/wildfly-12.0.0.Final
	user.home = /Users/nupawar
	user.language = en
	user.name = nupawar
	user.timezone = America/New_York
